	Kanji	Romaji	Title	Screenplay	Art	Animation	Direction	Chapters	Episode_num
77	0と4 遭遇! ジェルマ66 (ダブルシックス)	Rei to Yon - Sōgū! Jeruma Daburu Shikkusu	0 and 4 — Encountering Germa 66!	米村正二 - Shōji Yonemura	白石美穂 - Miho Shiraishi	高木雅之 - Masayuki Takagi	藤田健太郎 - Kentarō Fujita	Chapter 825 (p. 9-13) ::: Chapter 826 (p. 2-8) ::: 	Episode 784
78	お菓子な森 ルフィVSルフィ!?	Okashi na Mori - Rufi tai Rufi!?	A Mysterious Forest Full of Candies - Luffy vs. Luffy?!	中山智博 - Tomohiro Nakayama	吉池隆司 - Ryūji Yoshiike	五十内裕輔 - Yūsuke Isōchi	藤田健太郎 - Kentarō Fujita	Chapter 831 (p. 2-14) ::: 	Episode 791
79	大幹部! 三将星クラッカー登場	Dai-Kanbu! San Shōsei Kurakkā Tōjō	A Top Officer! One of the Three Commanders Cracker Appears	田中仁 - Hitoshi Tanaka	吉池隆司 - Ryūji Yoshiike	多嘉良敢 - Isamu Takara	藤田健太郎 - Kentarō Fujita	Chapter 835 (p. 17-19) ::: Chapter 836 (p. 2-13) ::: 	Episode 797
80	怒りのサンジ ジェルマ66（ダブルシックス）の秘密	Ikari no Sanji - Jeruma Daburu Shikkusu no Himitsu	An Angry Sanji - The Secret of Germa 66	中山智博 - Tomohiro Nakayama	白石美穂 - Miho Shiraishi	多嘉良敢 - Isamu Takara	藤田健太郎 - Kentarō Fujita	Chapter 839 (p. 15-17) ::: Chapter 840 (p. 2-7) ::: 	Episode 802
81	冒険の終わり サンジ決意のプロポーズ	Bōken no Owari - Sanji Ketsui no Puropōzu	The End of the Adventure - Sanji's Resolute Proposal	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	新垣重文 - Shigefumi Shingaki ::: 久田和也 - Kazuya Hisada	藤田健太郎 - Kentarō Fujita	Chapter 845 (p. 12-17) ::: 	Episode 810
82	不屈の魂（ソウル） ブルックVSビック・マム	Fukutsu no Souru - Burukku tai Biggu Mamu	The Undaunted Soul - Brook vs. Big Mom	中山智博 - Tomohiro Nakayama	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama ::: 福本泰子 - Fukumoto Yasuko	藤田健太郎 - Kentarō Fujita	Chapter 851 (p. 8-17) ::: 	Episode 818
83	別れの決意　サンジと麦わら弁当	Wakare no Ketsui - Sanji to Mugiwara Bentō	The Decision to Part! Sanji and the Straw Hat Bento	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	北崎正浩 - Masahiro Kitazaki	藤田健太郎 - Kentarō Fujita	Chapter 854 (p. 4-17) ::: 	Episode 822
84	最凶の戦士! ローガンVSレベッカ	Saikyō no Senshi! Rōgan tai Rebekka	The Most Violent Fighter! Logan vs. Rebecca	上坂浩彦 - Hirohiko Kamisaka	吉池隆司 - Ryūji Yoshiike	北崎正浩 - Masahiro Kitazaki	暮田公平 - Kōhei Kureta	Chapter 725 (p. 14-17) ::: Chapter 726 (p. 12-13) ::: Chapter 727 (p. 2) ::: Chapter 731 (p. 15)	Episode 657
85	茶会脱出! ルフィVSビッグ・マム	Chakai Dasshutsu! Rufi tai Biggu Mamu	Escape From the Tea Party! Luffy vs. Big Mom	三浦希紗 - Kisa Miura	吉池隆司 - Ryūji Yoshiike	北崎正浩 - Masahiro Kitazaki	暮田公平 - Kōhei Kureta	Chapter 870 (p. 14-17) ::: Chapter 871 (p. 2-11) ::: 	Episode 841
86	10億の男 最強の3将星カタクリ	Jūoku no Otoko - Saikyō no San Shōsei Katakuri	The Man with a Bounty of Billion - The Strongest Sweet Commander, Katakuri	田中仁 - Hitoshi Tanaka	齋藤優 - Yū Saitō	出口としお - Toshio Deguchi	暮田公平 - Kōhei Kureta	Chapter 879 (p. 2-15) ::: 	Episode 851
87	神速の拳 新たなるギア4発動！	Shinsoku no Ken - Aratanaru Gia Fōsu Hatsudō!	A Fist of Divine Speed - Another Gear 4 Application Activated!	米村正二 - Shōji Yonemura	白石美穂 - Miho Shiraishi	島貫正弘 - Masahiro Shimanuki	暮田公平 - Kōhei Kureta	Chapter 895 (p. 2-17) ::: 	Episode 870
89	20周年! 特別編ロマンスドーン	Nijusshūnen! - Tokubetsu-hen Romansu Dōn	20th Anniversary! Special Romance Dawn	米村正二 - Shōji Yonemura	吉池隆司 - Ryūji Yoshiike	伊藤公崇 - Kimitaka Itō ::: 井上栄作 - Eisaku Inoue	暮田公平 - Kōhei Kureta	Romance Dawn :::  Version 2	Episode 907
90	一味乱入! 騒然! 処刑場の激闘	Ichimi Ran'nyū! Sōzen! Shokei-jō no Gekitō	The Straw Hats Step In! An Uproarious Deadly Battle at the Execution Ground!	米村正二 - Shōji Yonemura	陳烔年 - Tongnian Chen	出口としお - Toshio Deguchi ::: 斉藤圭太 - Keita Saitō	暮田公平 - Kōhei Kureta	Chapter 944 (p. 2-13) ::: 	Episode 942
91	その名は閻魔! おでんの名刀!	Sono Na wa Enma! Oden no Meitō!	Its Name is Enma! Oden's Great Swords!	中山智博 - Tomohiro Nakayama	田中里緑 - Midori Tanaka	久田和也 - Kazuya Hisada	暮田公平 - Kōhei Kureta	Chapter 953 (p. 3-17) ::: 	Episode 954
92	最悪の世代進撃！嵐の海の戦い	Saiaku no Sedai Shingeki! Arashi no Umi no Tatakai	The Worst Generation Charges in! The Battle of the Stormy Sea	藤田伸三 - Shinzō Fujita	飯野敏典 - Toshinori Īno	伊藤修一 - Shūichi Itō ::: 松田翠 - Midori Matsuda	暮田公平 - Kōhei Kureta	Chapter 975 (p. 2-10) ::: 	Episode 978
93	漢の誓い！激闘ブラキオタンク	Otoko no Chikai! Gekitō Burakio Tanku	The Pact Between Men! The Fierce Fighting of Brachio Tank	山崎亮 - Ryo Yamazaki	飯野敏典 - Toshinori Īno	伊藤公崇 - Kimitaka Itō	暮田公平 - Kōhei Kureta	Chapter 982 (p. 5-8 :::  11-17) ::: 	Episode 989
94	圧倒的戦力！麦わらの一味集結	Attōteki Senryoku! Mugiwara no Ichimi Shūketsu	Overwhelming Strength! The Straw Hats Come Together	米村正二 - Shōji Yonemura	陳烔年 - Tongnian Chen	涂泳策 - Yong-Ce Tu ::: 松田翠 - Midori Matsuda ::: 市川慶一 - Keiichi Ichikawa	暮田公平 - Kōhei Kureta	Chapter 989 (p. 12-17) ::: 	Episode 1000
95	氷鬼を破れ チョッパーの火策！	Kōri Oni o Yabure - Choppā no Hisaku!	Eliminate the Ice Oni - Chopper's Fire Trick!	井上亜樹子 - Akiko Inoue	陳烔年 - Tongnian Chen	松田翠 - Midori Matsuda ::: 久田和也 - Kazuya Hisada ::: 谷口繁則 - Shigenori Taniguchi	暮田公平 - Kōhei Kureta	Chapter 996 (p. 11-17) ::: 	Episode 1010
96	大技連発！最悪の世代の猛攻！	Ōwaza Renpatsu! Saiaku no Sedai no Mōkō!	A Barrage of Powerful Techniques! The Fierce Attacks of the Worst Generation!	井上亜樹子 - Akiko Inoue	飯野敏典 - Toshinori Īno	涂泳策 - Yong-Ce Tu	暮田公平 - Kōhei Kureta ::: 道端菜名実 - Nanami Michibata	Chapter 1001 (p. 13-17) ::: 	Episode 1017
97	大（ビッグ）ニュース! 七武海を襲う事件	Biggu Nyūsu! Shichibukai o Osou Jiken	Big News! An Incident That Will Affect the Seven Warlords	藤田伸三 - Shinzō Fujita	陳烔年 - Tongnian Chen	井上栄作 - Eisaku Inoue ::: 伊藤公崇 - Kimitaka Itō	石谷恵 - Megumi Ishitani	Chapter 956 (p. 2-17) ::: 	Episode 957
98	カイドウの切り札 飛び六胞登場	Kaidō no Kirifuda - Tobi Roppō Tōjō	Kaidou's Trump Card - The Tobi Roppo Appear	山崎亮 - Ryo Yamazaki	黄国威 - Guo Wei Huang	涂泳策 - Yong-Ce Tu ::: 斉藤圭太 - Keita Saitō ::: 北崎正浩 - Masahiro Kitazaki	石谷恵 - Megumi Ishitani	Chapter 977 (p. 8 :::  11-14 :::  16-17) ::: 	Episode 982
99	麦わらのルフィ 海賊王になる男	Mugiwara no Rufi - Kaizoku Ō ni Naru Otoko	Straw Hat Luffy - The Man Who Will Become the Pirate King	山崎亮 - Ryo Yamazaki	陳烔年 - Tongnian Chen	森佳祐 - Keisuke Mori ::: 伊藤公崇 - Kimitaka Itō ::: 小島崇史 - Takashi Kojima ::: 山本拓美 - Takumi Yamamoto	石谷恵 - Megumi Ishitani	Chapter 1000 (p. 5-19) ::: 	Episode 1015
100	四皇の城 ホールケーキアイランド到着	Yonkō no Shiro - Hōru Kēki Airando Tōchaku	The Emperor's Castle — Arriving at Whole Cake Island	冨岡淳広 - Atsuhiro Tomioka	白石美穂 - Miho Shiraishi	出口としお - Toshio Deguchi	平山美穂 - Miho Hirayama	Chapter 830 (p. 2-17) ::: 	Episode 790
101	満腹の力 新ギア4タンクマン!	Manpuku no Chikara - Shin Gia Fōsu Tankuman	The Power of a Full Stomach - New Gear 4 Tankman!	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	五十内裕輔 - Yūsuke Isōchi ::: 藤崎真吾 - Shingo Fujisaki	平山美穂 - Miho Hirayama	Chapter 842 (p. 9-15) ::: 	Episode 806
102	シケモク サンジの結婚前夜	Shikemoku - Sanji no Kekkon Zen'ya	Moist Cigarette - The Night Before Sanji's Wedding	米村正二 - Shōji Yonemura	吉池隆司 - Ryūji Yoshiike	松田翠 - Midori Matsuda	平山美穂 - Miho Hirayama	Chapter 850 (p. 4 :::  6 :::  12-17) ::: Chapter 851 (p. 3-7) ::: 	Episode 817
103	大活躍! 正義のおそばマスク!	Dai-Katsuyaku! Seigi no O-Soba Masuku!	Dashing! The Righteous O-Soba Mask!	井上亜樹子 - Akiko Inoue	田中里緑 - Midori Tanaka	横山健次 - Kenji Yokoyama	道端菜名実 - Nanami Michibata	Chapter 931 (p. 2-13) ::: 	Episode 925
104	迫る決戦! 麦わら一味戦闘態勢	Semaru Kessen! Mugiwara Ichimi Sentō Taisei	Ticking Down to the Great Battle! The Straw Hats Go into Combat Mode	井上亜樹子 - Akiko Inoue	土居ゆりの - Yurino Doi	松田翠 - Midori Matsuda ::: 出口としお - Toshio Deguchi	道端菜名実 - Nanami Michibata	Chapter 955 (p. 2-17) ::: 	Episode 956
105	侍たちの本気！一味鬼ヶ島上陸	Samurai-tachi no Honki! Ichimi Onigashima Jōriku	The Samurai Warriors' Earnestness! The Straw Hats Land at Onigashima	冨岡淳広 - Atsuhiro Tomioka	田中里緑 - Midori Tanaka	出口としお - Toshio Deguchi ::: 藤崎真吾 - Shingo Fujisaki	道端菜名実 - Nanami Michibata	Chapter 977 (p. 14-15) ::: 	Episode 983
106	悲壮の刃！赤鞘VSカイドウ再び	Hisō no Yaiba! Akazaya tai Kaidō Futatabi	A Heroic Blade! The Red Scabbards vs. Kaido, Again Once More	冨岡淳広 - Atsuhiro Tomioka	黄国威 - Guo Wei Huang	高木雅之 - Masayuki Takagi	道端菜名実 - Nanami Michibata	Chapter 991 (p. 13-17) ::: 	Episode 1003
108	絶体絶命 脅威のオロチお庭番衆	Zettai Zetsumei - Kyōi no Orochi Oniwabanshū	A Desperate Situation - The Menacing Orochi Oniwabanshu	藤田伸三 - Shinzō Fujita	土居ゆりの - Yurino Doi	伊藤修一 - Shūichi Itō	田中亮輔 - Ryōsuke Tanaka	Chapter 931 (p. 14-17) ::: Chapter 932 (p. 2-9) ::: 	Episode 926
109	日和の告白! おいはぎ橋の再会	Hiyori no Kokuhaku! Oihagi-bashi no Saikai	Hiyori's Confession! A Reunion at Oihagi Bridge	中山智博 - Tomohiro Nakayama	黄国威 - Guo Wei Huang	斉藤圭太 - Keita Saitō	田中亮輔 - Ryōsuke Tanaka	Chapter 952 (p. 5-17) ::: Chapter 953 (p. 2) ::: 	Episode 953
110	決着の時！おでんVSカイドウ！	Ketchaku no Toki! Oden tai Kaidō!	The End of the Battle! Oden vs. Kaidou!	田中仁 - Hitoshi Tanaka	陳烔年 - Tongnian Chen	涂泳策 - Yong-Ce Tu	田中亮輔 - Ryōsuke Tanaka	Chapter 970 (p. 9-17) ::: Chapter 971 (p. 2-6) ::: 	Episode 972
111	許さねェ！チョッパーの決意！	Yurusanē! Choppā no Ketsui!	I Won't Forgive Him! Chopper's Determination!	田中仁 - Hitoshi Tanaka	田中里緑 - Midori Tanaka	久田和也 - Kazuya Hisada	田中亮輔 - Ryōsuke Tanaka	Chapter 993 (p. 10-13) ::: 	Episode 1006
112	お玉の秘策！きびだんご大作戦	O-Tama no Hisaku! Kibi Dango Dai Sakusen	O-Tama's Secret Plan! Operation Kibi Dango	田中仁 - Hitoshi Tanaka	田中里緑 - Midori Tanaka	斉藤圭太 - Keita Saitō ::: 出口としお - Toshio Deguchi	田中亮輔 - Ryōsuke Tanaka	Chapter 1004 (p. 2-13) ::: 	Episode 1019
113	必ず戻る ルフィ命がけの出航!	Kanarazu Modoru - Rufi Inochigake no Shukkō	I'll Be Back - Luffy, Deadly Departure!	冨岡淳広 - Atsuhiro Tomioka	白石美穂 - Miho Shiraishi	高木雅之 - Masayuki Takagi	中村亮太 - Ryōta Nakamura	Chapter 878 (p. 6-19) ::: 	Episode 850
114	ヤマトの過去 四皇の首を狙う男	Yamato no Kako - Yonkō no Kubi o Nerau Otoko	Yamato's Past - The Man Who Came for an Emperor of the Sea	中山智博 - Tomohiro Nakayama	黄国威 - Guo Wei Huang	高木雅之 - Masayuki Takagi	中村亮太 - Ryōta Nakamura	Chapter 998 (p. 11-15) ::: Chapter 999 (p. 3-9) ::: 	Episode 1013
115	超新星反撃！四皇分解作戦	Chōshinsei Hangeki! Yonkō Bunkai Sakusen	The Supernovas Strike Back! The Mission to Tear Apart the Emperors	田中仁 - Hitoshi Tanaka	陳烔年 - Tongnian Chen	北崎正浩 - Masahiro Kitazaki ::: 伊藤公崇 - Kimitaka Itō ::: 涂泳策 - Yong-Ce Tu ::: 出口としお - Toshio Deguchi	中村亮太 - Ryōta Nakamura	Chapter 1009 (p. 3-6 :::  13-19) ::: 	Episode 1026
116	最高の日 お玉初めてのおしるこ	Saikō no Hi - O-Tama Hajimete no O-shiruko	The Greatest Day - O-Tama’s First Oshiruko	米村正二 - Shōji Yonemura	黄国威 - Guo Wei Huang	横山健次 - Kenji Yokoyama	嶋谷将 - Tasuku Shimaya	Chapter 914 (p. 2-13) ::: 	Episode 900
117	お玉奪還 激闘! ホールデム戦!	O-Tama Dakkan - Gekitō! Hōrudemu-sen!	Taking Back O-Tama - A Fierce Fight Against Holed'em!	井上亜樹子 - Akiko Inoue	黄国威 - Guo Wei Huang	島貫正弘 - Masahiro Shimanuki	嶋谷将 - Tasuku Shimaya	Chapter 917 (p. 6-17) ::: 	Episode 905
118	都騒然! サンジ狙う新たな刺客	Miyako Sōzen! Sanji Nerau Aratana Shikaku	The Capital in an Uproar! Another Assassin Targets Sanji	田中仁 - Hitoshi Tanaka	黄国威 - Guo Wei Huang	井上栄作 - Eisaku Inoue ::: 伊藤公崇 - Kimitaka Itō	嶋谷将 - Tasuku Shimaya	Chapter 930 (p. 7-17) ::: 	Episode 924
119	会得せよ ワノ国の覇気・流桜!	Etoku Seyo - Wano Kuni no Haki, Ryūō!	Get the Hang of It - Wano Country's Haki, Ryuo!	米村正二 - Shōji Yonemura	土居ゆりの - Yurino Doi	新垣重文 - Shigefumi Shingaki	嶋谷将 - Tasuku Shimaya	Chapter 939 (p. 2-7 :::  14-17) ::: Chapter 940 (p. 2-5) ::: 	Episode 936
120	ルフィの決意 破れ大相撲地獄（インフェルノ）!	Rufi no Ketsui - Yabure Ōzumō Inferuno!	Luffy's Determination - Win Through the Sumo Inferno!	井上亜樹子 - Akiko Inoue	黄国威 - Guo Wei Huang	新垣重文 - Shigefumi Shingaki	嶋谷将 - Tasuku Shimaya	Chapter 944 (p. 14-17) ::: Chapter 945 (p. 3-11) ::: 	Episode 943
121	新たな同盟!? カイドウ軍大集結	Arata na Dōmei!? Kaidō-gun Dai Shūketsu	A New Alliance?! Kaidou's Army Gathers	米村正二 - Shōji Yonemura	飯野敏典 - Toshinori Īno	横山健次 - Kenji Yokoyama	嶋谷将 - Tasuku Shimaya	Chapter 954 (p. 2-15) ::: 	Episode 955
122	ロジャーの願い! 新たな旅立ち	Rojā no Negai! Arata na Tabidachi	Roger's Wish! A New Journey	中山智博 - Tomohiro Nakayama	土居ゆりの - Yurino Doi	井上栄作 - Eisaku Inoue ::: 伊藤公崇 - Kimitaka Itō ::: 涂泳策 - Yong-Ce Tu	嶋谷将 - Tasuku Shimaya	Chapter 966 (p. 6-15) ::: 	Episode 966
123	再び現在！二十年の時をこえて	Futatabi Genzai! Nijū-nen no Toki o Koete	Back to the Present Day! 20 Years Later	冨岡淳広 - Atsuhiro Tomioka	土居ゆりの - Yurino Doi	井上栄作 - Eisaku Inoue ::: 伊藤公崇 - Kimitaka Itō	嶋谷将 - Tasuku Shimaya	Chapter 973 (p. 12-17) ::: 	Episode 976
124	援軍到着！白ひげ海賊団隊長！	Engun Tōchaku! Shirohige Kaizoku-dan Taichō!	Reinforcements Arrive! The Commander of the Whitebeard Pirates!	米村正二 - Shōji Yonemura	田中里緑 - Midori Tanaka	伊藤修一 - Shūichi Itō	嶋谷将 - Tasuku Shimaya	Chapter 981 (p. 14-19) ::: Chapter 982 (p. 2-4 :::  9-10) ::: 	Episode 988
125	危険な誘い！クイーン抹殺計画	Kiken na Sasoi! Kuīn Massatsu Keikaku	A Risky Invitation! A Plot to Eliminate Queen	中山智博 - Tomohiro Nakayama	土居ゆりの - Yurino Doi	斉藤圭太 - Keita Saitō ::: 北崎正浩 - Masahiro Kitazaki	嶋谷将 - Tasuku Shimaya	Chapter 990 (p. 6-17) ::: 	Episode 1001
126	ナミ降伏！？うるティの猛頭突き	Nami Kōfuku!? Uruti no Mō-zutsuki	Nami's Surrender?! Ulti's Fierce Headbutt	米村正二 - Shōji Yonemura	黄国威 - Guo Wei Huang	伊藤修一 - Shūichi Itō	嶋谷将 - Tasuku Shimaya	Chapter 995 (p. 2-3 :::  10-17) ::: 	Episode 1008
127	サンジ絶叫！島中に響くSOS	Sanji Zekkyō! Shima-jū ni Hibiku Esu-Ō-Esu	Sanji's Scream! An SOS Echoes Over the Island	中山智博 - Tomohiro Nakayama	陳烔年 - Tongnian Chen	久田和也 - Kazuya Hisada	嶋谷将 - Tasuku Shimaya	Chapter 1004 (p. 14-17) ::: Chapter 1005 (p. 2-11) ::: 	Episode 1020
128	怒り爆発 ルフィ・ロー最強の秘策	Ikari Bakuhatsu - Rufi Rō Saikyō no Hisaku	Anger Erupts - Luffy and Law's Ultimate Stratagem	米村正二 - Shōji Yonemura	白石美穂 - Miho Shiraishi	五十内裕輔 - Yūsuke Isōchi ::: 飯飼一幸 - Kazuyuki Igai	長峯達也 - Tatsuya Nagamine	Chapter 759 (p.2-17)	Episode 698
129	行けロー 優しき男最期の戦い!	Ike Rō - Yasashiki Otoko Saigo no Tatakai!	Advance, Law - The Kindhearted Man's Final Fight!	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	長峯達也 - Tatsuya Nagamine	Chapter 767 (p.2-17)	Episode 706
130	雷の破壊剣（トゥルエノバスタード）! キュロス怒りの一撃!	Turueno Basutādo! Kyurosu Ikari no Ichigeki!	Trueno Bastardo! Kyros' Furious Strike!	田中仁 - Hitoshi Tanaka	吉池隆司 - Ryūji Yoshiike	出口としお - Toshio Deguchi	長峯達也 - Tatsuya Nagamine	Chapter 776 (p. 14-19) ::: Chapter 777 (p. 2-9) ::: 	Episode 717
131	ネコマムシの旦那に会いに行こう	Nekomamushi no Dan'na ni Ai ni Yukō	Let's Go See Master Nekomamushi	冨岡淳広 - Atsuhiro Tomioka	吉池隆司 - Ryūji Yoshiike	出口としお - Toshio Deguchi	長峯達也 - Tatsuya Nagamine	Chapter 814 (p. 2-3 :::  10-17) ::: Chapter 815 (p. 2) ::: 	Episode 765
133	大逆転! 死線を越えた三刀流!	Dai-gyakuten! Shisen o Koeta Santōryū	A Big Turnover! The Three-Sword Style Overcomes Danger!	中山智博 - Tomohiro Nakayama	黄国威 - Guo Wei Huang	松田翠 - Midori Matsuda ::: 斉藤圭太 - Keita Saitō	長峯達也 - Tatsuya Nagamine	Chapter 937 (p. 14-17) ::: 	Episode 934
134	雷鳴八卦！登場カイドウの息子	Raimei Hakke! Tōjō Kaidō no Musuko	Thunder Bagua! Here Comes Kaidou's Son	冨岡淳広 - Atsuhiro Tomioka	陳烔年 - Tongnian Chen	北崎正浩 - Masahiro Kitazaki ::: 涂泳策 - Yong-Ce Tu	長峯達也 - Tatsuya Nagamine	Chapter 983 (p. 7-17) ::: 	Episode 990
135	ルフィを守れ！ゾロとローの剣技	Rufi o Mamore! Zoro to Rō no Kengi	Defend Luffy! Zoro and Law's Sword Technique	中山智博 - Tomohiro Nakayama	藤倉桃子 - Momoko Fujikura	松田翠 - Midori Matsuda ::: 斉藤圭太 - Keita Saitō	長峯達也 - Tatsuya Nagamine	Chapter 1010 (p. 2-12) ::: 	Episode 1027
136	強運！？リーダー錦えもんの一計	Kyōun!? Rīdā Kin'emon no Ikkei	Good Luck!? Leader Kin'emon's Plot	田中仁 - Hitoshi Tanaka	土居ゆりの - Yurino Doi	鈴木伸一 - Shinichi Suzuki ::: Song Hyeonju ::: Lee Yeseung ::: Kim Yujin	前屋俊広 - Toshihiro Maeya	Chapter 975 (p. 11-17) ::: 	Episode 979
137	おでんになりたい ヤマトの思い	Oden ni Naritai - Yamato no Omoi	Desire to be Oden - Yamato's Dream	藤田伸三 - Shinzō Fujita	黄国威 - Guo Wei Huang	鈴木伸一 - Shinichi Suzuki	前屋俊広 - Toshihiro Maeya	Chapter 984 (p. 6-17) ::: 	Episode 992
138	新たな因縁！ナミとうるティ！	Arata na Innen! Nami to Uruti!	A New Rivalry! Nami and Ulti!	山崎亮 - Ryo Yamazaki	藤倉桃子 - Momoko Fujikura	鈴木伸一 - Shinichi Suzuki	前屋俊広 - Toshihiro Maeya	Chapter 991 (p. 2-12) ::: 	Episode 1002
139	逆転の一手！不死鳥マルコの炎	Gyakuten no Itte! Fushichō Maruko no Honō	A Turnaround Move! The Flames of Marco the Phoenix	田中仁 - Hitoshi Tanaka	飯野敏典 - Toshinori Īno	鈴木伸一 - Shinichi Suzuki	前屋俊広 - Toshihiro Maeya	Chapter 998 (p. 2-11 :::  16-17) ::: 	Episode 1012
140	準備OK！チョパファージ霧砲（ネブライザー）	Junbi Ōkē! Chopafāji Neburaizā	Preparations OK! Chopperphage Nebulizer	冨岡淳広 - Atsuhiro Tomioka	田中里緑 - Midori Tanaka ::: Dhavee Morato	鈴木伸一 - Shinichi Suzuki	前屋俊広 - Toshihiro Maeya	Chapter 1007 (p. 2-13 :::  16-17) ::: 	Episode 1023
141	知られざる世界 トンタッタ王国	Shirarezaru Sekai - Tontatta Ōkoku	The Unknown World - The Tontatta Kingdom	上坂浩彦 - Hirohiko Kamisaka	吉池隆司 - Ryūji Yoshiike	楢崎朝子 - Asako Narasaki	深澤敏則 - Toshinori Fukuzawa	Chapter 711 (p. 2-9 :::  14-18) ::: Chapter 712 (p. 7-9)	Episode 641
142	守り抜く! レベッカとおもちゃの兵隊	Mamorinuku! Rebekka to Omocha no Heitai	Protect You to the End! Rebecca and the Toy Soldier	菅良幸 - Yoshiyuki Suga	吉池隆司 - Ryūji Yoshiike	横山健次 - Kenji Yokoyama	深澤敏則 - Toshinori Fukuzawa	Chapter 721 (p. 2-19)	Episode 651
143	レベッカ必殺剣! 背水の剣舞	Rebekka Hissatsu Ken! Haisui no Kenbu	Rebecca's Special Attack! Back-to-the-Water Sword Dance	米村正二 - Shōji Yonemura	白石美穂 - Miho Shiraishi	出口としお - Toshio Deguchi	深澤敏則 - Toshinori Fukuzawa	Chapter 725 (p. 2-13)	Episode 656
